Index,Kanji,Keyword,English,Origin,SubOrigin,Mnemonic1,Mnemonic2,Compo,Strokes,Radical,Onyomi,Kunyomi,Ex1Kanji,Ex1Kana,Ex1English,Ex2Kanji,Ex2Kana,Ex2English,Ex3Kanji,Ex3Kana,Ex3English,Ex4Kanji,Ex4Kana,Ex4English
276,欠,Lack,"Lack, Want","The pictograph hidden in this character is of someone yawning. The first stroke shows the head thrown back; the second, the arm bent at the elbow as the hand reaches up to cover the mouth; and the last two, the legs. Since yawning shows a lack of something (psychologically, interest; physiologically, sleep), the connection is plain to see.","As a primitive, it can mean either yawn or lack.","To me, this kanji looks like a person with two arms and two legs, but who lacks a head.",When your body lacks oxygen you yawn.,欠: lack; yawn (RTK),4,缶,ケツ,"か.ける, か.く, か.かす",欠ける,かける,"Lack, be deficient, be vacant; be broken off",無欠,むけつ,Flawless,ガス欠,ガスけつ,Running out of gas,,,
277,次,Next,"Next, Second(Ary), (Numerical) Order","This key word connotes the ""next in line"" of a succession of people or things. Let there be a lack of ice on the hottest day of summer, and you stand impatiently in line waiting for the distributor to call out ""Next!""","As a primitive, this character can either retain its key word meaning of next or the related meaning of second.","Is this store lacking ice? Let´s try the next one, then.","A rapper called ""Ice"" went for auditions but was told he lacked talent. Next...",冫: ice　欠: lack; yawn (RTK),6,欠,"ジ, シ","つ.ぐ, つぎ",次ぐ,つぐ,"Rank next to, come next (after]",次回,じかい,Next time,次男,じなん,Second son,目次,もくじ,Table of contents
278,席,Seat,Seat,Caverns . . . towel.,,Remember those poor commoners huddled in groups of 20 in a cave? The only thing they had for a seat was some old toweling (while their lords could recline on luxurious couches).,"You´re tired from walking the tour at this cavern and there´s no benches to sit down on, so you take a towel and sling it up into a hammock-like seat using the stalagmites. (Big no-no).",广: cave (RTK)　廿: twenty; 20　巾: towel,10,巾,セキ,,欠席,けっせき,"Absence, nonattendance",出席,しゅっせき,"Attendance, presence",,,,,,
279,度,Degrees,"Degree, Time","This key word refers to a gradation of measurement, not to academic diplomas. Its primitives: caverns . . . crotch.",,"The cavern refugees are so poor that they can´t afford thermometers. So, the menfolk expose their crotches inside the cavern, and approximate the temperature in degrees from how shrivelled everything looks downstairs...",The cave is twenty degrees cooler than the outdoors. Twenty male crotches experience shrinkage.,广: cave (RTK)　廿: twenty; 20　又: again; crotch (RTK),9,广,"ド, ト, タク",たび,見る度に,みるたびに,Whenever (each time] one sees (it),温度,おんど,Temperature,湿度,しつど,Humidity,度,たび,(each) time
280,渡,Transit,"Cross, Ford,",Water . . . degrees.,,"This particular form of transit is a ferry (one of the actual meanings of this character). Naturally it can only cross the water if it´s not frozen, so the temperature must be above 0 degrees.","The transit system in Tokyo is one of the best in the wrold, but why is it that when it is 35 degrees outside, it is about 2 degrees on the train? Or when it is 2 degrees outside, it is 35 degrees inside the train. This degree of difference means I am always sweating then getting the chills! I think I caught a fever!",水: water (氵) (氺)　度: degrees,12,水,ト,"わた.る, -わた.る, わた.す",渡来,とらい,"Importation, influx",渡る,わたる,"Cross, ford",渡す,わたす,Carry across (a river); hand over,,,
281,限,Limit,"Limit, Bounds",Pinnacle . . . silver.,,"He was pushed to the limit at the end of the marathon, climbing on top of the Acropolis, but had to settle for the silver medal.","At The Pinnacle, they limit how much silver you can have. Too much silver will lead to wrongfulness.",邑: village; city walls (阝)　艮: northeast; silver (RTK),9,邑,ゲン,"かぎ.る, かぎ.り, -かぎ.り",最小限,さいしょうげん,Minimum,最大限,さいだいげん,Maximum,出来る限り,できるかぎり,As far as possible,限定する,げんていする,"Limit, restrict, define"
282,銀,Silver,Silver,Metal . . . silver.,,"Like gold, silver is a metal.","Not sure why Heisig find the right side so troublesome. My grandma´s hairpin (just before long (#1920)) is made of silver, the metal that best reflects sun light. I´m sure you can see the flash from her hair as she walks by on a sunny day. Note that the two elements (sun and hairpin) share not only a horizontal stroke, but also the left vertical one. Therefore a bit odd stroke order.",金: gold; metal　艮: northeast; silver (RTK),14,金,ギン,,水銀,すいぎん,"Mercury, quicksilver",日銀,にちぎん,Bank of japan,銀行,ぎんこう,Bank,銀メダル,ぎんメダル,Silver medal
283,根,Root,Root,Tree . . . silver.,,"Since trees eat through their roots, one could imagine roots as tree silverware.",The roots of the magical tree are silver.,木: tree; wood　艮: northeast; silver (RTK),10,木,コン,"ね, -ね",根回し,ねまわし,Digging around the roots; maneuvering behind the scenes,根気,こんき,"Perseverance, patience, energy",根性,こんじょう,"Nature, temper; will power; guts",根,ね,Root
284,良,Good,Good,Drop of . . . silver.,"As a primitive, use the image of a saint's halo. As with silver, when this element is drawn on the left, the penultimate stroke is omitted.","With a drop of silver, the forces of good can vanquish the werewolves.","A drop of silver is good, but a whole bar of it is better!",丶: dot; drop　艮: northeast; silver (RTK),7,艮,リョウ,"よ.い, -よ.い, い.い*",最良の,さいりょうの,"Best, most excellent",良い,いい,Good,良心,りょうしん,Conscience,不良,ふりょう,"Badness, inferiority; delinquency"
285,郎,Son,"Young Man, Male Name Suffix",Halo . . . city walls.,,The daughter is a good girl that grows up to be a woman. The son is a good boy that grows up to defend the city walls.,A good son stays within the city walls so he can care for his parents…,郎: son,9,邑,ロウ,,新郎,しんろう,Bridegroom,次郎,じろう,Jiro (name of second son),,,,,,
286,廊,Corridor,"Corridor, Gallery",Cave . . . son.,,Your son plays in the corridor pretending he´s exploring a cave.,"(ロウ) I think of the corridor found in the cave that Yoda made Luke Skywalker walk through as part of his Jedi training in Empire Strikes Back. It was in this corridor that Luke met Darth Vadar, cut off his head and found himself behind Darth Vadar´s mask. An early little hint that Luke was Darth Vadar´s son.",广: cave (RTK)　郎: son,12,广,ロウ,,廊下,ろうか,"Corridor, hallway",回廊,かいろう,"Corridor, gallery",画廊,がろう,Picture gallery,,,
287,食,Eat,"Eat, Food","If halo and umbrella aren't enough, break the halo down into drop and silver - or ""silverware,"" an additional primitive.","As a primitive, this kanji can mean either eating or food. As with silver, on the left the final two strokes of this element are combined into one.",That umbrella looks good enough to eat!,Umbrella + Good: Let's go eat at that restaurant - the table with the umbrella looks good.,食: eat; food,9,食,"ショク, ジキ","く.う, く.らう, た.べる",食う,くう,Eat,食後に,しょくごに,After meals,和食,わしょく,Japanese-style food,食べる,たべる,To eat
288,飲,Drink,Drink,Food . . . yawn.,,"My experience with Japanese enkais (dinner parties): plenty to drink drink drink, but a severe lack of food, T_T.","When you lack food, just drink something to fill you up.",食: eat; food　欠: lack; yawn (RTK),12,食,イン,の.む,飲食,いんしょく,Eating and drinking,飲み屋,のみや,"Bar, tavern",飲む,のむ,To drink,飲み物,のみもの,Drink
289,官,Bureaucrat,"Government, Government (Official)","By replacing the maestro's baton (the drop) with the roof of a house, we have his equivalent in the institutional world of big government: the bureaucrat.",,No one likes classical music anymore. Our Maestro is here at home without his baton sighing sadly before he heads off for another day as his new job as a bureaucrat.,"Bureaucrat, def: The maestro without a baton, the one who orchestrates oppressive rules, regulations and taxes on every household.",宀: house (RTK)　𠂤: maestro (RTK),8,宀,カン,,長官,ちょうかん,"Director, administrator, chief",外交官,がいこうかん,"Diplomat, foreign service officer",,,,,,
290,館,Bldg.,Public Building,"The abbreviation of Building suggests that this kanji is used in proper names, as indeed it often is. Keep your connotation distinct from Inst. (Frame 1401) when working with the elements: food . . . bureaucrat.",,This Bldg. is like all the other government buildings - they house bureaucrats who sit around sipping wine and eating expensive meals at the taxpayers expense.,A building that eats bureaucrats!!!!!!!!,食: eat; food　官: bureaucrat,16,食,カン,やかた,会館,かいかん,"Hall, assembly hall",館内,かんない,In the building,本館,ほんかん,Main building; this building,映画館,えいがかん,Movie theater
291,宿,Inn,Lodge,House . . . person . . . hundred.,,The Toyoko Inn can house 100 people or 1 Mr. T.,"The inn is like a big house that can addomodate a hundred persons. Only this time, there´s just Mister T and he´s booked all the rooms!",宀: house (RTK)　人: human (亻); umbrella (𠆢) (RTK)　百: hundred,11,宀,シュク,"やど, やど.る, やど.す",宿る,やどる,To lodge; dwell in,合宿する,がっしゅくする,"Lodge together, stay in a camp for training",子を宿す,こをやどす,Be pregnant with a child,宿題,しゅくだい,Homework
292,犬,Dog,Dog,"We know that the character for large takes on the meaning of the St. Bernard dog when used as a primitive. In this frame we finally see why. The drop added as a fourth and final stroke means that we have to do with a normal-sized dog, which compared to the St. Bernard is no more than a drop in the kennel.","As a primitive this character can take two meanings. In the form given here it will mean a very small dog (which we shall refer to as a chihuahua for convenience sake). When it takes the form 犭 to the left of a character, we shall give it the meaning of a pack of wild dogs.","A large dog, dripping drool.","If we remember large (#107) as a man with his arms outstretched, the drop represents man´s best friend - a dog.",大: large; St Bernard (RTK)　丶: dot; drop,4,犬,ケン,"いぬ, いぬ-",一犬,いっけん,One dog,小犬,こいぬ,"Puppy, little dog",犬小屋,いぬごや,Doghouse,犬,いぬ,Dog
